32613.81486378987,31720.396452275745,98,297.2176477909088
35283.66899527479,34712.060749045784,81,297.65951228141785
34242.833103205936,33696.988905645005,73,297.90134501457214
30002.68432408863,29390.518028521765,98,297.2417495250702
inf,37285.76379012725,500,239.33826732635498
inf,inf,200,272.1733989715576
inf,31929.900451055826,200,279.6122772693634
inf,32353.350013761676,200,279.7071325778961
35393.77849259696,33806.98946675827,84,299.54309487342834
inf,32041.423709264276,200,279.7489106655121
33389.42751908368,32335.013862598724,81,297.4884593486786
36540.46817326481,35570.69435946692,80,297.7481780052185
28870.188195178464,28043.61144842561,200,294.14486837387085
35371.02036525715,34632.8070325908,50,298.5160164833069
32313.00917855613,31545.639343258605,68,298.0339651107788
30880.18884674095,29692.4541995313,89,297.2978916168213
36402.691884729065,35562.65067105176,83,297.60394406318665
36812.21939641578,36162.125108320775,137,296.20516657829285
111829.68466552747,105255.62590654303,66,299.7757360935211
114849.7886079647,103762.16738750748,57,299.80891036987305
105239.56432417175,86392.34265078463,94,299.6986925601959
103602.45467989489,86756.04543025843,17,299.93688464164734
113608.90094393403,105968.03163085648,20,299.92336654663086
99481.1421260775,93904.76323360276,100,299.69670009613037
115748.86937047247,105674.57862973756,60,299.8051555156708
111785.54786781296,111785.54786781291,75,299.73093008995056
101493.7444610447,91100.72402981661,32,299.88913893699646
117264.82179216381,109039.28585042065,46,299.8335311412811
108375.81995113149,94015.14904644682,100,299.2898545265198
79485.69352084892,72987.0989980733,100,299.33741879463196
111501.44062639882,103913.25004039147,53,299.57734990119934
113030.96296164136,100085.08373590982,24,299.83730125427246
101839.67821251374,101496.58188970486,98,299.37696743011475
124253.44310992854,124059.25163124387,95,299.46104669570923
90485.9161551376,87042.87913870148,100,299.3447108268738
108733.29902792381,98069.75701048256,24,299.85377860069275
121097.35620322997,121097.35620322995,73,299.60061860084534
113658.61885466074,94752.60796787014,13,299.90825390815735
115400.56223971359,100844.9528402576,12,299.92714190483093
104246.19808440586,88464.64809361314,46,299.70907950401306
109321.91766273294,107057.87048929793,97,299.4294021129608
108958.69347447589,108958.69347447592,100,299.3986496925354
113783.4236159795,112948.99392159272,66,299.5352957248688
15.0,15.0,6,299.982581615448
15.95,15.900000000000002,20,299.9565758705139
14.1,14.100000000000001,11,299.97506856918335
14.699999999999998,14.7,19,299.9565978050232
14.699999999999998,14.7,22,299.9490878582001
13.5,13.5,24,299.94751024246216
11.5,11.5,15,299.95276713371277
9.400000000000002,9.4,16,299.95873832702637
16.0,16.0,13,299.96403527259827
16.38,13.5,22,299.95740270614624
11.5,11.5,18,299.9601044654846
10.5,10.5,10,299.9694833755493
15.99,15.900000000000002,8,299.98051738739014
13.499999999999996,9.599999999999998,19,299.9581117630005
14.699999999999998,14.7,14,299.95816254615784
9.400000000000002,9.4,14,299.97055554389954
106540.92574283198,106540.92574283198,20,299.93994402885437
110014.61017720522,107929.53236829532,19,299.9275586605072
108815.42074566902,108815.42074566902,42,299.86097598075867
121272.4103482774,118418.20521416362,27,299.8984341621399
110803.89603652785,110803.89603652783,34,299.87411093711853
111257.85999240098,110267.2126084348,13,299.9625494480133
112807.8637147008,112807.8637147008,43,299.89886355400085
112669.34368580712,106086.36934710335,19,299.9485168457031
115710.88901308882,115534.45325928996,52,299.86507058143616
97517.31933277602,97517.31933277602,24,299.9280993938446
112657.32511831695,112657.32511831693,25,299.92092204093933
104790.97457918592,104790.97457918592,60,299.826607465744
116430.59287550808,109192.47469522856,27,299.90202951431274
113748.27137100138,112794.94825812931,36,299.873229265213
110660.25571352112,110660.25571352114,56,299.82834124565125
90659.00768152555,90659.00768152555,49,299.86322259902954
112603.63752600775,112603.63752600775,31,299.9069113731384
108101.7651190175,107880.16678978273,41,299.87771129608154
112345.70514779733,106006.61144151882,17,299.9311385154724
79364.37410060721,79364.37410060721,27,299.9160706996918
98359.09272603213,98359.09272603213,27,299.93141317367554
115022.06315364684,115022.06315364684,31,299.95091700553894
119112.73076478748,114567.29625030642,30,299.93926215171814
118042.88209280944,101484.72675192972,100,299.4254062175751
108937.75548213867,88615.36027362515,100,299.4413859844208
109114.7959633047,92477.94594775877,51,299.7079391479492
106209.8702670345,93411.33202899055,100,299.1302795410156
116463.14619633909,103774.78914280611,100,299.4288945198059
113644.51371338012,95603.11777467266,44,299.64947605133057
111372.53257002165,92272.6069642556,76,299.35952973365784
103282.2592467409,88919.04612984684,100,299.1364505290985
104667.9981956198,83403.13656459826,100,299.1563837528229
104872.69981958374,91620.38920858463,100,299.1779854297638
112060.60941256065,98018.12273258524,100,299.18958377838135
107081.23545110697,92200.76965894223,100,299.1449644565582
115368.78917191715,97230.1540931401,100,299.1788260936737
107373.2060797492,94370.37678357544,100,299.24802255630493
101161.51773518584,82076.87547144845,100,299.167991399765
