# Student number: r0883878
# Iteration, Elapsed time, Mean value, Best value, Cycle
0,6.442225694656372,3.440000000000011e+20,274526.02952297626,61,4,78,40,67,5,93,14,63,56,21,83,72,71,54,34,68,99,55,84,91,57,26,18,77,66,13,35,85,94,10,89,7,32,38,19,95,80,30,28,23,22,86,27,88,25,9,39,46,98,74,20,17,3,48,79,41,69,47,73,16,97,90,60,6,2,50,1,58,44,33,15,24,92,12,8,59,87,65,96,76,64,81,70,45,36,31,37,49,43,52,53,82,11,62,51,29,42,75,0,
1,12.486151933670044,6.900000000000064e+19,274526.02952297626,61,4,78,40,67,5,93,14,63,56,21,83,72,71,54,34,68,99,55,84,91,57,26,18,77,66,13,35,85,94,10,89,7,32,38,19,95,80,30,28,23,22,86,27,88,25,9,39,46,98,74,20,17,3,48,79,41,69,47,73,16,97,90,60,6,2,50,1,58,44,33,15,24,92,12,8,59,87,65,96,76,64,81,70,45,36,31,37,49,43,52,53,82,11,62,51,29,42,75,0,
2,18.194881916046143,1.40000000000004e+19,290655.4528846593,61,4,78,40,67,5,93,14,63,56,21,83,72,71,54,34,68,99,55,84,91,57,26,18,77,66,13,35,85,94,10,89,7,32,38,19,95,80,30,28,23,22,86,27,88,25,9,39,46,98,74,20,17,3,48,79,41,69,47,73,16,97,90,60,6,2,50,1,58,44,52,53,43,49,45,36,31,37,70,76,65,96,33,15,24,92,12,8,59,87,64,81,51,62,82,11,29,42,75,0,
3,24.009739875793457,9.500000000000346e+18,298793.65911524836,61,75,21,42,78,40,67,5,72,71,83,54,34,68,99,55,84,91,57,26,18,77,66,13,35,85,94,10,89,7,32,38,19,95,80,30,28,23,22,86,27,88,25,9,39,46,98,74,20,17,3,48,79,41,69,47,73,16,97,90,60,6,2,50,1,58,44,29,51,62,52,53,43,49,45,36,31,37,70,76,65,96,33,15,24,92,12,8,59,87,64,81,82,11,56,14,93,63,4,0,
4,29.50067114830017,2.5000000000003256e+18,298793.65911524836,61,75,21,42,78,40,67,5,72,71,83,54,34,68,99,55,84,91,57,26,18,77,66,13,35,85,94,10,89,7,32,38,19,95,80,30,28,23,22,86,27,88,25,9,39,46,98,74,20,17,3,48,79,41,69,47,73,16,97,90,60,6,2,50,1,58,44,29,51,62,52,53,43,49,45,36,31,37,70,76,65,96,33,15,24,92,12,8,59,87,64,81,82,11,56,14,93,63,4,0,
5,35.56677198410034,1.1500000000000344e+19,299375.06527664553,61,4,78,40,67,5,93,14,63,56,21,83,72,71,52,44,68,99,55,84,91,57,26,18,77,66,13,35,85,23,94,10,89,7,32,38,19,95,80,30,28,22,86,27,88,25,9,39,46,98,74,20,17,3,48,79,41,69,47,73,16,97,90,60,6,2,50,1,58,34,54,12,8,92,24,15,33,96,65,76,70,37,31,36,45,49,53,43,59,87,64,81,51,62,82,11,29,42,75,0,
6,41.55205273628235,5.000000000000343e+18,299375.06527664553,61,4,78,40,67,5,93,14,63,56,21,83,72,71,52,44,68,99,55,84,91,57,26,18,77,66,13,35,85,23,94,10,89,7,32,38,19,95,80,30,28,22,86,27,88,25,9,39,46,98,74,20,17,3,48,79,41,69,47,73,16,97,90,60,6,2,50,1,58,34,54,12,8,92,24,15,33,96,65,76,70,37,31,36,45,49,53,43,59,87,64,81,51,62,82,11,29,42,75,0,
7,47.122395277023315,1.5000000000003548e+18,304437.01939198107,61,4,78,40,67,5,93,14,63,56,21,81,72,71,83,54,34,68,99,55,84,91,57,26,18,77,66,13,35,85,94,10,89,7,32,38,19,95,80,30,28,23,22,86,27,88,25,9,39,46,98,74,20,17,3,48,79,41,69,47,73,16,97,90,60,6,2,50,1,58,44,92,24,12,8,15,33,96,65,76,64,87,59,70,45,36,31,37,49,43,52,53,82,11,62,51,29,42,75,0,
8,52.88877606391907,1.500000000000353e+18,305692.7321721311,61,4,78,40,67,5,93,14,63,56,21,81,72,71,83,54,34,68,99,55,84,91,57,26,18,77,66,13,35,85,94,10,89,7,32,38,19,95,80,30,28,23,22,86,27,88,25,9,39,46,98,74,20,17,3,48,79,41,69,47,73,16,97,90,60,6,2,50,1,58,44,92,24,12,8,15,33,96,65,76,64,87,59,31,36,45,49,43,52,53,82,11,70,37,62,51,29,42,75,0,
9,58.290698528289795,4.5000000000003656e+18,305692.7321721311,61,4,78,40,67,5,93,14,63,56,21,81,72,71,83,54,34,68,99,55,84,91,57,26,18,77,66,13,35,85,94,10,89,7,32,38,19,95,80,30,28,23,22,86,27,88,25,9,39,46,98,74,20,17,3,48,79,41,69,47,73,16,97,90,60,6,2,50,1,58,44,92,24,12,8,15,33,96,65,76,64,87,59,31,36,45,49,43,52,53,82,11,70,37,62,51,29,42,75,0,
